"rate"|"cv_text"|"country"|"user_skills"
"20"|"I am a native English speaker from the United States currently focusing on a career as a freelance translator, copywriter, and editor. I specialize in Spanish to English translation and travel copywriting, and also provide editing and proofreading services for Englishlanguage texts. You can learn more at: www.tlftranslation.comI also have an MA in Translation Studies from Durham University in the UK, as well as a BA in Spanish and Linguistics from the University of Iowa. My translation degree provided me with extensive practical... I specialize in Spanish to English translation of all text types, particularly tourism, marketing, literary, and legal texts, as well as copywriting related to travel and tourism. Since editing and proofreading is an essential part of both translation and copywriting, I have extensive experience with both of these activities, and also provide editing services for Englishlanguage texts.I have one year of experience as a personal banker in the United States. Given this history in the financial industry, I am interested in translating financial texts and have experience translating such texts as a part of my MA course. I am also especially interested in texts related to science, law, marketing, and travel, but would appreciate the opportunity to translate any text. I am also available for copywriting, editing and proofreading. I have completed a course on Editorial Techniques as a part of my MA, which I feel has given me greater insight into the many facets of editing, as well as providing me with more experience editing actual texts. I have also gained extensive copywriting experience over the past year, primarily writing travel pieces for various tourism websites.Read More »"|"United States"|"Translation Spanish English;English Proofreading;Editing;Copywriting;English Spelling;English;Spanish;Translation Portuguese English;Translation French English;Travel Writing"
"27"|"\"Fantastic job. Angela is an extremely talented writer and very dependable. Highly recommended!\" If you want a professional SEO copywriter so you can give feedback like this, then look no further. I specialise in writing, editing and optimising web content to increase your search engine ranking.With over 12 years combined experience as a web content writer and digital marketing strategist, I'm looking to work with clients seeking high quality copy.If you hire me you'll get exactly what professionals deliver  reader friendly content that... Services I provide include:* Travel writing* Article writing* SEO for web content* Web copywriting* Website rewriting* Website editing* SEO for blog postsRead More »"|"New Zealand"|"Search Engine Optimization (SEO);Content Writing;Travel Writing;Article Writing;English Spelling;Italian;Online Writing;English Proofreading;Journalism Writing;Script Writing"
"35"|"Tested in the top 5% of copyediting, proofreading, and editing. Let me help your work shine! I provide thorough copyediting and proofreading that includes formatting Word documents for print and electronic publication. With a master's degree in liberal arts, I am capable to work on all topics. I have more than 20 years of editing experience and offer you a mature wellrounded perspective. I look forward to working with you.  Spelling, US, UK, and AustralianPunctuationGrammarCheck sentence structure, flow, tone, and voice Check quotes and referencesChicago, APA, MLA, and journal stylesSubject/verb agreementPronoun/antecedent agreementCheck capitalization, italics, and bold faceReview tense and voiceFormatting consistencyProper use of en/em dashes and ellipsesCheck character names for spelling and consistency Format for Kindle eBook and/or print publicationConsistent abbreviations and acronymsProper use of headings, lists, tables, and graphsProvide readability statistics with the reading grade levelCreate indexesRead More »"|"United States"|"Copy Editing;English Proofreading;ebook Formatting;Editing;English Spelling;English Grammar;English;English Punctuation;Microsoft Word;Computer Skills;U.S. Culture;Expert Summarizer;Elance;Academic Editing;Typing"
"8"|"Professional Data Analyst, Title Examiner, Web Search Specialist, Excel Expert, Graphic Designer and efficient in dealing with All type of Web Search, Graphic Design, Web Developing, Data Entry, PDF Conversion, ECommerce Database, Litigation Support. Providing offshore services:Our website: www.jaedatamgmt.com"|"Philippines"|"Administrative Support;Data Encoding;Data Entry;Google search;Internet Research;Microsoft Office;Research;Typing;Virtual Assistant"
"3"|"Completed over 300 jobs in the last 12 months. Ranked in Elance Top 50 within 12 months of joining Elance. Highly organized, efficient and competent. Available to provide services including word processing and spreadsheet creation. Specializing in Word and Excel creation, working with complex excel spreadsheets including macros, formulas, graphs, etc. Excellent worker on data entry projects with high quality and ontime delivery.  Rate varies depending on the type of project. I charge low rates for pure simple offline data entry, slightly higher rates for online data entry and research, complex data processing, reformatting and cleansing of data, Word formatting, etc and even more for Excel programming.Read More »"|"India"|"Microsoft Excel;Microsoft Word;Data Entry;VBA;Microsoft Office;Data Cleansing;Typing;Google Docs;OpenOffice;Computer Skills;General Office Skills;PDF Conversion;Internet Research;Adobe PDF;Microsoft Outlook"
"20"|"I am a stay at home mom, trying to stay at home with my kids!  I have extensive experience in all things administrative, from internet research, data entry, 10key, and word processing.  I work with all Office programs.  My latest paid experience is research and data entry, My current typing speed is 93 wpm as well as 11,000 10key strokes per hour.  I am fast, reliable, and accurate.  I also do minor bookkeeping, especially in Quickbooks."|"United States"|"Typing;Data Entry;Microsoft Word;Microsoft Excel;Microsoft PowerPoint;Bookkeeping;English Proofreading;Transcription"
"17"|"Email list are the best way to generate leads for your business. You can use the email list in two different ways i.e – Tele prospecting as well as Email marketing. I can help you to source contacts from various industry and verticals . I can also customize lists for you as per your criteria such as: Industry, geography, titles etc, if you are planning for a customized list let me know of your target criteria. Through precise use of email lists, a business can hold the very future of the company in terms of growth. An email list is important... Research Specialist for USA/UK/CANADA and all other countries.Leave all your Admin Support worries with me. I am freelancer with 7+years of experience in data searching, mining, researching, cold calling, Copy, paste, Excel, Word, you can read reviews on my profile to take an idea on my work.Business lists made by me offer you targeted marketing to companies and professionals so that you can pinpoint the best sales leads and prospects for your offer. Successfully target professionals and businesses effectively. Choose from specific industries, locations, job titles, and more.....Fields Included: Company Name, Contact Name, Contact Title, Email Address, Mailing Address ,State, City, Zip Code, Phone Number, URL, Country.I am Specialized in B2B lists based out of USA.I would like to help you grow your business.Thanks and waiting for your reply.RegardsRohit AggarwalRead More »"|"India"|"Typing;Microsoft Excel;Microsoft Word;Reserch;cold Calling;Sales;appointments fixer;Data Mining;Data Entry;data researching;search on companies;zoominfo;LinkedIn Development;word typing;copy/paste"
"5"|" \"Work is virtue\" that's what I believe and I am available 24x7. Maintaining accuracy & deadline is my strength. I have more than 6 year of experience in Administrative support, Customer Support, Email Marketing and Social Media Marketing. I value commitment more than anything and I only bid on those projects which I would be able to complete successfully.My 4 year university life & 6 year of work experience helps me to prepare myself as a self motivated, Hardworking, trustworthy, Reliable and Punctual individual.  I am a quick learner... # Here is a list of services I am Expert in :> Virtual Assistant> Customer Support> Data Entry> Data Mining> Admin Assistant> Data Analysis> Financial Analysis> Business Analysis> Word Processing> PDF to Word or Excel> Ms Word> Ms Excel> Ms PowerPoint> Web Research> Email Marketing> lead Generation> Product Uploading to eCommerce sites.> Classified ads posting> HTML> CSS> WordPress> Joomla> Accountant> Bookkeeping> Social Media Marketing> Any other type of Data Entry Project (copy paste, typing , database creation etc.)Read More »"|"Bangladesh"|"Data Entry;Research;Administrative Support;Computer Skills;Virtual Assistant;General Office Skills;Other administrative support;Microsoft Excel;Microsoft Word;Data Mining;Mailing List Development;Typing;Social Networking Development;Customer Service;WordPress"
""|" \"Work is virtue\" that's what I believe and I am available 24x7. Maintaining accuracy & deadline is my strength. I have more than 6 year of experience in Administrative support, Customer Support, Email Marketing and Social Media Marketing. I value commitment more than anything and I only bid on those projects which I would be able to complete successfully.My 4 year university life & 6 year of work experience helps me to prepare myself as a self motivated, Hardworking, trustworthy, Reliable and Punctual individual.  I am a quick learner... # Here is a list of services I am Expert in :> Virtual Assistant> Customer Support> Data Entry> Data Mining> Admin Assistant> Data Analysis> Financial Analysis> Business Analysis> Word Processing> PDF to Word or Excel> Ms Word> Ms Excel> Ms PowerPoint> Web Research> Email Marketing> lead Generation> Product Uploading to eCommerce sites.> Classified ads posting> HTML> CSS> WordPress> Joomla> Accountant> Bookkeeping> Social Media Marketing> Any other type of Data Entry Project (copy paste, typing , database creation etc.)Read More »"|"Bangladesh"|"Data Entry;Research;Administrative Support;Computer Skills;Virtual Assistant;General Office Skills;Other administrative support;Microsoft Excel;Microsoft Word;Data Mining;Mailing List Development;Typing;Social Networking Development;Customer Service;WordPress"
"10"|"*Your Virtual Assistant, Mathematics Teacher, Assistant Nurse*2+ years experience in Data Entry, Transcription, Typing, PDF to Word/Excel, Email Handling, Research*Diligent, Efficient & Hardworking Freelancer*Keen eye for accuracy and complete tasks efficiently*Filling PDF Forms*Convert or Transcribe PDF to MS Word/Excel/PowerPoint/Google Docs*Convert or MS Word/Excel/PowerPoint/Google Docs documents to PDF*Transcribing data from written/audio to MS Word/Excel/PowerPoint*Knowledgeable in computer applications, internet research,... ***For OTHER tasks not mentioned, I am willing and able to learn the process with initial guidance.I offer the following services:Data Entryproducts searchinternet researchcompany contactsdata from documentsinvoices and other receiptsedit PDF fillable PDF formsconvert MS Word / Excel / PowerPoint to PDFconvert/transcribe / type PDF to MS Word / Excel / PowerPointTranscriptionmeeting notesdata from documentsgeneral transcriptionsimple transcriptioninterview transcriptionaudio / video transcriptionComputer skillstypingimage resizephoto editingemail handlingemail sendingcopy and pastefolder renaminginternet researchfolder organizationscreen shots / imagescontent managementimage upload / downloadupload/download files / photos to internetApplicationsMS WordMS ExcelMS PowerPointGmail Google DriveGoogle DocsGoogle SpreadsheetGoogle Keyword PlannerDropboxSalesforcePhotoscapeNitro ProAdobe Photoshop ElementsTutorstatisticsmathematicsanalyze tables & graph***For OTHER tasks not mentioned, I am willing and able to learn the process with initial guidance.Read More »"|"Philippines"|"Typing;Data Entry;Microsoft Word;Microsoft Excel;PDF Conversion;Administrative Support;Word Processing;Internet Research;Email Handling;Transcription"
""|"*Your Virtual Assistant, Mathematics Teacher, Assistant Nurse*2+ years experience in Data Entry, Transcription, Typing, PDF to Word/Excel, Email Handling, Research*Diligent, Efficient & Hardworking Freelancer*Keen eye for accuracy and complete tasks efficiently*Filling PDF Forms*Convert or Transcribe PDF to MS Word/Excel/PowerPoint/Google Docs*Convert or MS Word/Excel/PowerPoint/Google Docs documents to PDF*Transcribing data from written/audio to MS Word/Excel/PowerPoint*Knowledgeable in computer applications, internet research,... ***For OTHER tasks not mentioned, I am willing and able to learn the process with initial guidance.I offer the following services:Data Entryproducts searchinternet researchcompany contactsdata from documentsinvoices and other receiptsedit PDF fillable PDF formsconvert MS Word / Excel / PowerPoint to PDFconvert/transcribe / type PDF to MS Word / Excel / PowerPointTranscriptionmeeting notesdata from documentsgeneral transcriptionsimple transcriptioninterview transcriptionaudio / video transcriptionComputer skillstypingimage resizephoto editingemail handlingemail sendingcopy and pastefolder renaminginternet researchfolder organizationscreen shots / imagescontent managementimage upload / downloadupload/download files / photos to internetApplicationsMS WordMS ExcelMS PowerPointGmail Google DriveGoogle DocsGoogle SpreadsheetGoogle Keyword PlannerDropboxSalesforcePhotoscapeNitro ProAdobe Photoshop ElementsTutorstatisticsmathematicsanalyze tables & graph***For OTHER tasks not mentioned, I am willing and able to learn the process with initial guidance.Read More »"|"Philippines"|"Typing;Data Entry;Microsoft Word;Microsoft Excel;PDF Conversion;Administrative Support;Word Processing;Internet Research;Email Handling;Transcription"
"11"|"You want it done! You want it fast! I am here to help you.  I am ready to deliver great results in a timely, professional and collaborative manner. My motto is: If you're going to do something, do it right. Don't waste anybody's time, especially yours. EnglishSpanish translation.Data Entry.Transcription.Typing services.Read More »"|"Dominican Republic"|"English;Translation English Spanish;Spanish;Translation Spanish English;English Spelling;Data Entry;Microsoft Office;Transcription;Computer Skills;Typing;Editing;Microsoft Word"
"9"|"Data entry expert, eBay listing expert  Auctiva, Turbo Lister also Magento, Shopify, Joomla, Etsy listing, transcription, Virtual Assistant. I am an organized person, I pay attention to details, and my experience will help me to make a very good job on every project that I need to do."|"Romania"|"eBay;eBay Listing/Writing;Etsy Administration;Data Entry;Computer Skills;Transcription;Typing;Microsoft Office;Order Processing;AutoCAD"
"27"|"\"Behind every great writer is a good editor,\" and that means you need me! I'm standing by, ready to give your work a thorough review. *NEW* In addition to transcribing audio, I can also CAPTION your videos! I can EDIT or PROOFREAD:+ creative pieces+ magazine articles+ academic papers+ web content.In my final year at Indiana University, I worked as a writing consultant, helping students brainstorm, organize, develop, and proofread their papers. I have an extensive knowledge of MLA and APA formats. I also have experience editing... + Editing+ Proofreading+ Article Writing+ Creative Writing+ Web Content+ Transcription+ Closed Captions+ Typing+ SpanishEnglish TranslationRead More »"|"United States"|"English;English Proofreading;Transcription;Academic Writing;Writing;Fiction Writing;Non-Fiction Writing;Data Entry;Email Etiquette;Typing"
"18"|"I am a long time Elancer with a consistent rating above 4.8; I focus on long term quality work relationships as opposed to fast short term employment. My background in education, customer service and as a publicity assistant to an author are the core of the wealth of experience I bring to being a full time virtual assistant. My focus is to help you with every day virtual assistant tasks. Preparing reports, customer support, writing and editing, and online community management are just a few of the skills I practice on a regular basis. With... I am a former high school English teacher. I am currently a stay at home mother who is looking for a realistic way to supplement my family's income. I can easily dedicate my time to fulfilling your needs. •Well versed in Google calendar, documents, and spreadsheets•I am able to schedule your appointments, organize and create SOPs for you•Experienced Amazon seller assistant•Proficient with MS Office Products•Excellent at managing multiple projects at once. •Great at following up with both workers and clients to help ensure maximum productivity and satisfactionRead More »"|"United States"|"Customer Service;Data Entry;Email;Email Etiquette;Email Handling;Microsoft Office;Time Management;Typing;English;General Office Skills"
"16"|"Hi I'm Kylie, I thrive in environments that are fastpaced and challenging. I am proactive, conscientious and professional, and complete projects to the highest standard. I am a native English speaker (Australian) with an excellent command of English grammar. I am extremely organised and meet deadlines, which enables me to multitask and take on multiple projects at a time. In addition, I have a keen eye for detail  all essential qualities that you are looking for in a competent Virtual Assistant. The virtual realm is an area that I... I enjoy a challenge and follow directions without hesitation. I am not afraid to ask questions, if needed, but thrive at completing tasks quickly and correctly.typing/dictation/transcription 65WPM with 97% accuracy;formatting, editing and proofreading documents;data entry;research;administration;Excel spreadsheet/database creating and maintaining;help with Microsoft Office applications including Word, Outlook, Excel and PowerPoint;email étiquetteGoogle Apps including Gmail, Drive, Calendar, Hangouts;Dropbox Read More »"|"United Kingdom"|"Virtual Assistant;Administrative Support;Research;Microsoft Excel;Microsoft Word;Data Entry;Data Mining;Travel Planning;Transcription;Typing;Email;Editing;Microsoft PowerPoint;Microsoft Outlook;Google Calendar API"
"8"|"What makes me special? Fast, accurate, highly detailoriented and reliable. With the experience of 6 years as an administrative assistant, I have got expertise in Data entry, Web Research, Microsoft Office, Adobe Acrobat and other administrative jobs.I am very flexible and competitive. I give 100% of myself in whatever project that I take on. I am someone that knows how to prioritize and work on a variety of projects simultaneously. Rest assured that I am honest, efficient, and self motivated with strong organizational skills. I aim to... Data entryData processingData AnalysisWeb researchWord processingPDF ConversionAdobe PDFMicrosoft ExcelMicrosoft WordMicrosoft PowerPointRead More »"|"Bangladesh"|"Microsoft Excel;English;English Spelling;Microsoft Word;Microsoft PowerPoint;Data Entry;Internet Research;Typing;Transcription;Content Management"
"5"|"Good day, and thank you for viewing my profile.  My objective here on Elance is to provide quality service to my employers at all times and at an affordable rateI am a competent and reliable university graduate with over 6 years of professional working experience in the areas of research, investigation, customer service and various administrative tasks. My strong writing skills and acumen for detail is bolstered by my background in general and investigative research as well as report writing.I offer services in the areas of... Transcription Services, Data Entry, Web ResearchRead More »"|"Jamaica"|"Data Entry;Internet Research;Transcription;Typing;English;Editing;Proofreading;Sermon;Research;Virtual Assistant"
"18"|"HELLO! Hardworking work at home mom with a CANdo attitude! 20+ years working in corporate, including 15+ years in Customer Service, 8+ years in Sales & Administrations, 4+ Years as a Business Owner. Now a fulltime freelancer. Versed in social media, administrations, and technologies. Self motivated, detailoriented, and possessed great organizational skills. Quicklearner and can adapt quickly to new technologies. Deadline are taken very seriously. Can work independently, but is a great teamplayer! Personable, and easy to work with.  Inside SalesCustomer ServiceOffice ManagerVirtual AssistantProject ManagerSocial Media ManagerMarketing AssistantAccount ManagerContent CuratorWordpressRead More »"|"United States"|"Administrative Support;Content Management;Customer Service;General Office Skills;Virtual Assistant;Sales Assistant;Internet Marketing;Creative Writing;Facebook Marketing;Twitter Marketing;Computer Skills;eCommerce Consulting;Sales;Affiliate Marketing;Social Media Marketing"
"40"|"\"Shannon is an outstanding writer.  Completely reliable, great communication, great with direction and deadlines.  I highly recommend her and would hire her back in a heartbeat!\"LauraAstra\"Need more traffic on your website? Need content written faster and better? ShannonWatson should be at the top of your list. She handled my projects with high quality and fast turn around. Her knowledge of SEO helped position my articles for higher traffic. \"JimU157“My project was very detailed and last minute. I needed website content revised and... My experiences with writing really run the gamut:  health/fitness, press releases, consumer debt, product reviews, and education are just a few of the niches in which I have recently written content.   I'm also highly experienced with rewriting: I can take nearly any topic and make it completely original (for honest purposes only, please!)  or make your piece the best it possibly can be.I'm a Top Contributor (90+ reviews, 40,000+ page views!) on TripAdvisor.  I really LOVE all things travel, especially related to traveling on a budget, with a family, or hacks to make life easier.I also deeply enjoy writing about real estate, credit/personal finance, and psychology.  My partner when it comes to technical writing, SEO, social media, or anything IT is Rob of Webidextrous; with 20+ years in the field (and some serious writing chops himself!), he's got his finger on the pulse of all things techie!If you are blogging on Wordpress, I'm glad to post directly into your account if you prefer; otherwise, I can easily format in Google Docs as I write based on your specifications, including images as desired.I pride myself on being dependable, punctual, friendly, and flexible.  I have also done a considerable amount of customer service in my work with exchange students and their schools/families.I get a little thrill each time I sleuth something out on the Internet, so much that colleagues joke that nothing can hide from me!I am also branching out into online marketing...Read More »"|"United States"|"English;Copy Editing;Internet Research;Editing;Proofreading;Article Writing;Translation Spanish English;Copywriting;Travel Planning;E-mail marketing;Blogging;Content Management;Non-Fiction Writing;Search Engine Optimization (SEO);Content Writing"
"22"|"Hello! It is good to see you here. I love writing  it is not merely a job for me, but a passion as well. I am the asset you are looking for your content, idea, concept, news story, blog, article, web content and any other similar project. I will turn your draft into a Masterpiece. My motivation is the challenge of finishing work projects in time. I am creative and can work well under pressure to achieve personal and corporate goals. I have the drive, determination and interest to make a real success of my job.Mission: To be successful... I write content that creates online presence  Informative, precise and efficient! Hire me for assistance with search engine optimization solutions, copy writing,  news/business copy write ups, website and blog content articles. I will give you a combination of skill and experience to meet your needs at a pocket friendly price. Get content that creates VALUE and Return On Investment (ROI); content that combines both your technical and nontechnical perspectives to develop your business and revenue. Content writing can mean 1. Creating online informative text on services an products 2. Creating web presence to engage your prospective online visitors Content with Accurate and Timely Information!Your prospects buy when they are ready to buy and not when you need to sell. I strive to write content that sells a relationship to your prospects and make them buy your products or get your services. I am a featured expert at EzineArticles and offer the following nonexhaustive list of services1. Blogging2. Copy writing3. Content for Webs/blogs 4. Search Engine Optimization (SEO)5. Technical writing6. Academic editing/proofreadingRead More »"|"Kenya"|"Fitness Writer;Blog Writing;Copywriting;Academic Writing;Essay Writing;Search Engine Optimization (SEO);Content Management;English Spelling;Article Writing;Creative Writing"
""|"Hello! It is good to see you here. I love writing  it is not merely a job for me, but a passion as well. I am the asset you are looking for your content, idea, concept, news story, blog, article, web content and any other similar project. I will turn your draft into a Masterpiece. My motivation is the challenge of finishing work projects in time. I am creative and can work well under pressure to achieve personal and corporate goals. I have the drive, determination and interest to make a real success of my job.Mission: To be successful... I write content that creates online presence  Informative, precise and efficient! Hire me for assistance with search engine optimization solutions, copy writing,  news/business copy write ups, website and blog content articles. I will give you a combination of skill and experience to meet your needs at a pocket friendly price. Get content that creates VALUE and Return On Investment (ROI); content that combines both your technical and nontechnical perspectives to develop your business and revenue. Content writing can mean 1. Creating online informative text on services an products 2. Creating web presence to engage your prospective online visitors Content with Accurate and Timely Information!Your prospects buy when they are ready to buy and not when you need to sell. I strive to write content that sells a relationship to your prospects and make them buy your products or get your services. I am a featured expert at EzineArticles and offer the following nonexhaustive list of services1. Blogging2. Copy writing3. Content for Webs/blogs 4. Search Engine Optimization (SEO)5. Technical writing6. Academic editing/proofreadingRead More »"|"Kenya"|"Fitness Writer;Blog Writing;Copywriting;Academic Writing;Essay Writing;Search Engine Optimization (SEO);Content Management;English Spelling;Article Writing;Creative Writing"
"22"|"Experience matters. I have been working as a freelance health and medical writer for over 12 years. I am also a licensed respiratory therapist working parttime at a trauma center in California for the past 11 years. Additionally, I am a former EMT and ACE certified personal trainer. My medical background has provided me with additional insight when writing. I am happy to provide articles, web content, blog writing and press releases.  I have extensive experience writing for websites, newspapers and magazines. I have written hundreds of... As a licensed medical professional, I bring additional and relevant experience to my writing. My medical licenses includes EMT and currently I am licensed by the state of California as a respiratory therapist. I am also certified in neonatal life support and pediatric life support.  In addition to my clinical medical licenses, I am also a former licensed personal trainer by the America Council on Exercise. I started my writing career by taking a writing for publication class to fulfill my communication requirements for my B.S. degree. I wrote my first query letter to a national women's magazine. It was accepted, published, and I was hooked. Since that time, I have been published hundreds of times in print and online. I am versatile when it comes to the type of writing I have done. From medical articles, to press releases and even jingles for a local radio station in Scranton PA. When you love what you do, it hopefully shows in your commitment to do the job well. It also makes coming to work each day easy. That and the fact I have a five second commute to my desk.  I am happy to provide you with the writing you need.  Read More »"|"United States"|"Health Writing;Medical Article Writing;Content Writing;Nursing;Blog Writing;Physical Fitness;First aid;Wellness Artilces;Career Writing;Content Management;Ghostwriting;Forum Posting;Newsletter Writing;Press Release Writing;Article Writing"
"33"|"What can I do to help your business? I have over 20 years experience in various writing styles from article writing to website content to product reviews and extensive guides. I don't think there is a topic I haven't written about at LEAST once. :)  I love to do research and learning new things is one of the reasons I love this career so much.My style of writing ranges from creative to technical, although even with my technical writing, my aim is to draw the reader in and make every subject they are searching for information on... I am available for all types of writing work including but not limited to blog posts, articles, website content, eBooks, guides, detailed reviews, brochures, and anything else you might need written. If you have a writing job that needs to be done, don't hesitate to contact me. I'd love to write for you.. Read More »"|"United States"|"Content Writing;Creative Writing;Online Writing;English;Copy Editing;Article Writing;Writing;Children's Writing;Copywriting;Non-Fiction Writing;Proofreading;Reviews;Travel Writing;Content Management;Business Writing"
""|"What can I do to help your business? I have over 20 years experience in various writing styles from article writing to website content to product reviews and extensive guides. I don't think there is a topic I haven't written about at LEAST once. :)  I love to do research and learning new things is one of the reasons I love this career so much.My style of writing ranges from creative to technical, although even with my technical writing, my aim is to draw the reader in and make every subject they are searching for information on... I am available for all types of writing work including but not limited to blog posts, articles, website content, eBooks, guides, detailed reviews, brochures, and anything else you might need written. If you have a writing job that needs to be done, don't hesitate to contact me. I'd love to write for you.. Read More »"|"United States"|"Content Writing;Creative Writing;Online Writing;English;Copy Editing;Article Writing;Writing;Children's Writing;Copywriting;Non-Fiction Writing;Proofreading;Reviews;Travel Writing;Content Management;Business Writing"
"33"|"I am an enthusiastic and creative, research savvy writing professional.I have written scripts for advertising, drama and promotion for live theatre, television and radio. Experienced includes web copy,existing and new, blogging, creative writing, articles, and many other forms of customer focused, targeted commercial copy.  You can expect prompt and friendly communications, swift turnaround times, and a fierce dedication to originality and quality. My technique is flexible and always tailored to client requirements.ComposerOriginal..."|"Australia"|"Content Writing;Creative Writing;Press Release Writing;Sales Writing;Script Writing;Content Management;Musical composition;Article Writing;Blog Writing"
"25"|"Substance with Style...Ranked in the top 1% of writers on Elance...Creative copywriter with a professional background in fashion and retail... Focused on copywriting and content writing for apparel, accessories, and home decor retailers, distributors, and wholesalers.  Able to write, edit, proofread, consult, and assist with any written projects and any retail assignments.   Dedicated, creative, and professional approach to writing, editing, proofreading, and assisting small and large retail, wholesale, and distribution operations.  Fresh ideas combined with corporate experience offering the flexibility to handle small projects with tight deadlines as well as largescale, long term assignments.  Personal interests and areas of expertise include:copywritingcontent writingcreative writingfashionretailecommercestylingretail consulting  Read More »"|"United States"|"Copywriting;Content Writing;Creative Writing;English Proofreading;Editing;English;Content Management;Computer Skills;Intuit QuickBooks;Inventory Management;English Grammar;English Spelling;Product Descriptions"
"14"|"I'm committed to do MY PART in building a BETTER TRANSLATED WORLD.With over 8 years of solid translation experience in:HTML, PHP, XML, Video Content , iphone/iPad Apps, String Texts, Casino, Games, Brochures, PDFs, Engineering, Economics/Trading, Agriculture, Tourism, Business, Marketing, Books, Languages Courses, Documentaries, Insurance, Contracts & Legal Documents, Products & Services' Manuals, SEO, Copywriting, DTP ServiceI'm very active on Elance with over 150 projects completed and 172 milestones. I have feedback from 85 clients... Main Services: Translation and ProofreadingLanguage Pairs: All language pairs that include English, Brazilian Portuguese, European Portuguese, German, French and Spanish.Other Services: Copypwriting, Article Production, SEO   Preferred Software:SDL Trados Studio Starter Edition 2011SDL Trados Studio 2007 and 2009WordfastPOedit The Best SpinnerAdobe Illustrator Adobe PhotoshopAdobe InDesignAbode PremiereRead More »"|"Portugal"|"Translation English Portuguese;Translation English Brazilian Portuguese;Business Writing;Copywriting;Creative Writing;Search Engine Optimization (SEO);Translation German English;Newsletter Writing;Translation Portuguese English;Software Documentation;User's Guide Writing;Content Management;Article Writing;HTML;Editing"
"30"|"Join more than 60 of America's biggest names in the retail, manufacturing and service industries who have entrusted their marketing copy to me. My talent is backed by more than 25 years of experience and success in the world where R.O.I. is king. It's also brought me a few Addy awards along the way. Copywriting: I'll create a voice and style that precisely targets your customer...or use the style already established for your brand.   • Product copy that converts description to reasontobuy   • Corporate identity, branding and information   • Print ads that get action   • eCommerce copy   • Businesstoconsumer and businesstobusinessEditing: My command of English spelling, punctuation, grammar and composition is superb. I'm the person who sees mistakes in just about every magazine, brochure or website I read. I'll find yours...and fix them.Read More »"|"United States"|"Content Writing;Copywriting;Editorial Writing;English;English Grammar;English Punctuation;English Spelling;Feature Writing;Letter Writing;Newsletter Writing;Press Release Writing;Sales Letters;Sales Writing;Content Management;Writing"
"30"|"I am a professional freelance travel writer and real estate writer with a Bachelor of Arts who has been writing for a living since 2007. Passionate about travel and all things real estate, these are the areas I have chosen to specialize in, though my creative writing skills are put to good use in many other areas too.I am always striving to produce the best quality writing that exceeds my clients' expectations and gives them exactly what they want first time. My feedback ratings speak for themselves, as does the fact that over a third of... Member of the International Travel Writers Alliance and the Federation of BC Writers.  I've been writing for a living since 2007 though my writing experience goes many years beyond this in the form of unpaid writing work, and writing for pleasure.I was born, raised and educated in England and lived there up until 2007 when I emigrated to British Columbia in Canada. Though I love going back to the UK to visit friends and family, I now consider Canada to be my home.My love for travel, along with a degree in Tourism Management, and experience working in the tourism industry, means I am first and foremost a travel writer. Travel writing is where I excel, though there are many other areas of writing in which I shine too!My other specialist subject is real estate writing, particularly for the UK and Canadian marketplace, and whether it's travel writing or real estate writing I enjoy doing it for any medium  web content, blogs, article writing, feature writing, creative writing and more.Keeping an eye on the property market in both countries is a hobby of mine, so I relish the opportunity to write on this subject at any time, injecting a great enthusiasm that some other writers just don't have.You can see some of my real estate writing work on the Canadian Renters website where I am a guest blogger: http://www.canadianrenters.ca/people/clairebolgil/, and on the real estate pages of Professors House website: http://www.professorshouse.com/yourhome/realestate/My...Read More »"|"Canada"|"Travel Writing;Real Estate Writing;Creative Writing;Content Writing;Article Writing;Copywriting;Content Management;Online Writing;Feature Writing;English;Writing;English Spelling;English Grammar;Search Engine Optimization (SEO);Blogs"
"16"|"I am a published writer specializing in sales copy, technical guides, business  reports and SEOfriendly blog posts. Fast turnaround times, with rush services available.  I am fluent in multiple sectors: sales, technical, business (commercial), and entertainment. Working with material supplied by clients or researched via credible sources, I can create the following:* Blog posts* Website copy* Brochure copy* Flyer copy* Company and entrepreneur profiles* Product manuals* Newsletters* GuidebooksI can also assist clients with transforming their written content into copy that will appeal to their intended audience. If someone wants to publish on Amazon, I will help them format their manuscript to comply with CreateSpace guidelines.Read More »"|"Canada"|"Online Writing;Report Writing;Article Writing;Blogging;Copywriting;Editorial Writing;Newsletter Writing;Non-Fiction Writing;Sales Letters;Sales Writing;Script Writing;Software Documentation;Content Management;eBooks;Content Writing"
"25"|" American English is my native language. I have written articles, blogs, and an ebook, \"Allergy Free Living\". My areas of expertise are healthcare with indepth knowledge of allergies, asthma and COPD; parenting lifestyle; and aquaponic gardening.   I also have experience writing policy and procedure.  My grammar and rhetoric skills are excellent. I know the difference between \"which\" and \"that\" and my writing style is clear and easy to read.   No matter how slick your website, you need words to communicate with your target audience.  I... I provide highquality original content for websites and content for blog posts.  I can provide you product reviews, articles, FAQs, and copy for your website that is optimized for search engines and easy to read by humans.  If you need compelling copy; I am your writer.Read More »"|"United States"|"Blog Writing;Blogging;Business Writing;Content Writing;Copy Editing;English Grammar;English Punctuation;English Spelling;Content Management;Writing"
